EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,4095.2311
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,3193.9212
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,5394.6465
Employed,Female,Secondary,Single,Urban,25-35,1,Disabled,5430.9652
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,6453.8904
Unemployed,Female,Secondary,Single,Urban,36-40,1,No difficulty,5461.8477
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,6028.5806
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4461.2973
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4357.0086
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4483.8781
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,4623.984
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,7806.9935
Inactive,Male,Primary,Single,Rural,41-64,0,No difficulty,736.6174
Inactive,Male,Secondary,Married,Rural,41-64,1,Disabled,720.5751
Inactive,Female,Secondary,Married,Rural,41-64,1,No difficulty,1078.155
Employed,Female,Higher,Single,Rural,36-40,0,No difficulty,812.8319
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,721.0694
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,707.0686
Employed,Female,Higher,Married,Rural,41-64,0,Disabled,739.4283
Employed,Male,Secondary,Single,Rural,25-35,1,No difficulty,1159.9398
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,736.6174
Inactive,Male,Secondary,Married,Rural,25-35,0,No difficulty,913.8395
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,853.452
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,706.446
Inactive,Female,Higher,Married,Rural,41-64,0,Disabled,663.5876
Employed,Female,Higher,Married,Rural,41-64,1,No difficulty,815.5385
Employed,Male,Higher,Married,Rural,41-64,1,No difficulty,979.4373
Inactive,Female,Primary,Single,Rural,16-24,1,No difficulty,659.913
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,647.6
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,692.8986
Inactive,Female,Primary,Single,Rural,16-24,1,No difficulty,1064.1497
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,888.8266
Employed,Female,Secondary,Married,Rural,25-35,1,No difficulty,816.5074
Employed,Female,Primary,Single,Rural,36-40,0,No difficulty,773.5719
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,698.4111
Employed,Female,Primary,Married,Rural,16-24,0,No difficulty,979.6015
Employed,Male,Primary,Married,Rural,25-35,0,No difficulty,905.5525
Employed,Female,Higher,Single,Rural,25-35,0,No difficulty,760.6342
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,733.8566
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,1015.8666
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,730.4964
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,666.9642
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,550.8882
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,696.6678
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,647.0298
Inactive,Male,Higher,Single,Urban,41-64,1,No difficulty,550.8882
Inactive,Female,Higher,Single,Urban,41-64,1,No difficulty,666.9642
Inactive,Male,Secondary,Married,Urban,36-40,1,No difficulty,1898.4576
Employed,Male,Higher,Single,Urban,16-24,1,No difficulty,1315.1046
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,820.1308
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,776.3856
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,550.8882
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,869.7346
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,670.1116
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,699.2838
Employed,Female,Higher,Single,Urban,36-40,0,No difficulty,772.8907
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,913.8395
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,579.3568
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,701.4313
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,550.8882
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,666.9642
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,904.7551
Inactive,Female,Secondary,Married,Urban,25-35,1,No difficulty,869.7346
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,697.8802
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,735.4211
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,876.6459
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,857.6836
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,1001.9635
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,857.6836
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1030.0523
Inactive,Male,Secondary,Married,Urban,41-64,1,No difficulty,757.1454
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,732.6699
Employed,Female,Secondary,Single,Urban,36-40,1,No difficulty,870.8164
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,710.3312
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1030.0523
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,1519.7262
Employed,Female,Primary,Single,Urban,16-24,1,No difficulty,1118.1569
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,914.6804
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,894.807
Employed,Female,Higher,Married,Urban,25-35,1,No difficulty,816.5074
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,666.9642
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,666.9642
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,550.8882
Unemployed,Female,Higher,Married,Urban,36-40,0,No difficulty,812.8319
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,724.7344
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,728.0643
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,742.9535
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,841.0837
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,820.1308
Inactive,Female,Higher,Married,Urban,25-35,1,No difficulty,776.3856
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,735.9688
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,675.4267
Employed,Female,Secondary,Married,Urban,36-40,1,No difficulty,1083.0681
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,894.807
Employed,Female,Primary,Married,Urban,41-64,1,No difficulty,815.5385
Employed,Male,Primary,Married,Urban,41-64,1,No difficulty,968.0858
Inactive,Female,Primary,Single,Urban,25-35,1,Disabled,1527.4174
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,647.0298
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,815.5385
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,550.8882
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,835.6423
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1018.1141
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,1109.5318
Employed,Male,Primary,Single,Urban,16-24,1,No difficulty,1708.1996
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,1519.7262
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,869.7346
Employed,Female,Higher,Single,Urban,16-24,1,No difficulty,896.9108
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,883.5688
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,912.0306
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,799.2376
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,757.6648
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,786.8351
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1029.3178
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,730.4964
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,956.2797
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,1033.691
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,1109.5318
Inactive,Male,Secondary,Single,Urban,41-64,1,No difficulty,985.9936
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,728.0643
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,688.2878
Employed,Male,Secondary,Single,Urban,25-35,1,Disabled,1248.5621
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,2239.8606
Employed,Female,Secondary,Single,Urban,16-24,0,Disabled,833.569
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,1040.8472
Employed,Female,Higher,Single,Urban,36-40,1,No difficulty,850.0464
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,735.4211
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,728.0643
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,728.0643
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,1708.1996
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,799.2376
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,937.4855
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,1105.9082
Inactive,Female,Secondary,Married,Rural,36-40,0,No difficulty,955.1352
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1400.4289
Inactive,Female,Primary,Single,Rural,16-24,0,No difficulty,1406.5737
Inactive,Male,Primary,Married,Rural,25-35,0,No difficulty,1060.0291
Employed,Male,None,Married,Rural,36-40,0,No difficulty,1060.0291
Inactive,Female,None,Married,Rural,16-24,0,No difficulty,1376.848
Employed,Male,Primary,Married,Rural,41-64,0,No difficulty,1182.1331
Inactive,Female,Secondary,Married,Rural,41-64,0,Disabled,1130.6553
Inactive,Female,Higher,Married,Rural,41-64,0,No difficulty,1060.0595
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1170.5922
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,1105.9082
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1170.5922
Employed,Male,Higher,Married,Rural,25-35,0,No difficulty,1087.2203
Employed,Female,Higher,Married,Rural,25-35,0,No difficulty,1200.5998
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,1095.8121
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,1051.2569
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,1200.5998
Inactive,Female,Higher,Married,Rural,25-35,0,No difficulty,1160.9543
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,1151.6811
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,1141.5936
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,1303.7699
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,1180.6475
Employed,Female,Secondary,Married,Rural,16-24,0,No difficulty,1273.3958
Inactive,Male,Secondary,Single,Rural,41-64,0,Disabled,1158.7243
Employed,Male,Primary,Married,Rural,41-64,0,No difficulty,1219.512
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,1078.9721
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1151.6811
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1303.7699
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1151.6811
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1180.6475
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,897.3994
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1174.7693
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1273.3958
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1151.1526
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,1135.3299
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,1258.296
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1151.6811
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,1160.9543
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1151.1526
Inactive,Male,Secondary,Married,Urban,36-40,0,No difficulty,1141.5936
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,1303.7699
Employed,Male,Primary,Single,Urban,25-35,0,No difficulty,1180.6475
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1151.6811
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1160.9543
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1182.1331
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,991.1208
Employed,Female,Higher,Married,Urban,36-40,0,Disabled,1139.0311
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1135.3299
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1151.1526
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1258.296
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1037.212
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1520.7708
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,1180.701
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,1141.5936
Employed,Female,Secondary,Married,Urban,16-24,0,No difficulty,1273.3958
Employed,Male,Secondary,Married,Urban,25-35,1,No difficulty,1141.5388
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,1273.3958
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1273.3958
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1348.9269
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,1141.5936
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,985.1856
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1052.7327
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1171.6905
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1324.3072
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,1273.3958
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,1088.1171
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1324.3072
Employed,Female,Higher,Married,Urban,41-64,0,Disabled,1052.7327
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1171.6905
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,1180.701
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,1141.5936
Unemployed,Female,Higher,Single,Urban,41-64,0,No difficulty,1297.8836
Unemployed,Female,Higher,Single,Urban,41-64,0,No difficulty,1171.6905
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,1180.6475
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,1180.701
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,985.1856
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,1160.9543
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1151.1526
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1258.296
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,1221.739
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1135.3299
Inactive,Male,Secondary,Single,Urban,25-35,0,Disabled,1180.6475
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1258.296
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,1160.9543
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1151.6811
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,1208.5383
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,1221.739
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1088.1171
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1348.9269
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,1348.9269
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1180.6475
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,1303.7699
Inactive,Male,Primary,Single,Rural,41-64,0,Disabled,3958.9219
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,4703.9582
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,5295.3239
Employed,Female,Secondary,Single,Rural,36-40,0,Disabled,3858.8914
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,4964.8379
Inactive,Female,Secondary,Married,Rural,25-35,0,No difficulty,3615.7402
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,4772.932
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,4403.1649
Inactive,Female,Primary,Single,Rural,16-24,0,No difficulty,4284.4882
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4082.9219
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3278.6888
Employed,Female,Secondary,Married,Rural,41-64,0,Disabled,3617.9418
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,3625.9534
Inactive,Male,Primary,Single,Rural,25-35,0,No difficulty,5509.4934
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,4124.3677
Employed,Male,Primary,Single,Rural,16-24,0,No difficulty,4509.5025
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,3744.478
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4154.4877
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3796.6635
Employed,Male,Primary,Single,Urban,36-40,0,No difficulty,6093.9006
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6049.9842
Inactive,Female,None,Married,Urban,41-64,0,No difficulty,4126.4017
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,6219.0991
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,6076.7188
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,4188.1485
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5215.4639
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6250.2173
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5186.8646
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,5066.0254
Inactive,Female,Secondary,Single,Urban,41-64,1,Disabled,7350.7261
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5008.7088
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,3864.4004
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4328.1062
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4112.3679
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,8019.6986
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5215.4639
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,4703.9582
Unemployed,Male,Primary,Single,Urban,25-35,1,No difficulty,9450.66
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,8695.3542
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,5560.9397
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,3858.8914
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,4284.6131
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4821.3905
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4995.1484
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4860.5162
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,3744.478
Inactive,Male,Secondary,Single,Urban,36-40,0,No difficulty,4964.8379
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4154.4877
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,3960.8735
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,6071.4336
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,6071.4336
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,4915.8155
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,5630.6998
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,6049.9842
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,4126.4017
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4821.3905
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4995.1484
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,4860.5162
Inactive,Male,Primary,Single,Urban,41-64,0,Disabled,5057.0682
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4781.0612
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,3239.6789
Inactive,Male,Secondary,Single,Urban,41-64,0,Disabled,4328.1062
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,3993.0161
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,4350.2197
Employed,Female,Secondary,Married,Urban,36-40,1,No difficulty,4134.1709
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,3993.068
Inactive,Female,Primary,Single,Urban,16-24,1,No difficulty,3993.068
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4113.8543
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,4071.3238
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,4531.4746
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5295.3239
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,5948.2971
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4750.7332
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4750.7332
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,6076.7188
Inactive,Female,Higher,Married,Urban,41-64,1,No difficulty,4645.0212
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5268.4061
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4821.3905
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4126.4017
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,6096.8725
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4618.6929
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5134.6847
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4261.1181
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,3805.0709
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3960.8735
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4154.4877
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5134.6847
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,4161.8462
Unemployed,Male,Secondary,Married,Urban,25-35,0,No difficulty,6357.5791
Unemployed,Female,Secondary,Married,Urban,25-35,0,No difficulty,4944.3568
Employed,Female,Secondary,Single,Urban,25-35,0,Disabled,4618.6929
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6043.4705
Unemployed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4188.1485
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5057.0682
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4103.6193
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3864.4004
Employed,Female,Higher,Single,Urban,36-40,0,No difficulty,3858.8914
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,3440.6519
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,4350.2197
Inactive,Male,Secondary,Married,Urban,25-35,0,No difficulty,5283.4465
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,4002.4811
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5210.5826
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,7321.9333
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,6219.0991
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4154.4877
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5086.9261
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,4146.5452
Inactive,Female,Higher,Single,Urban,41-64,0,Disabled,3406.4739
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,4350.2197
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,8247.303
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,5285.8222
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,3744.478
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4103.6193
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3864.4004
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,3993.0161
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,5008.7088
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,4261.1181
Inactive,Female,Primary,Single,Urban,41-64,0,Disabled,4219.3758
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5273.5451
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4328.1062
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4328.1062
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4103.6193
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3310.371
Employed,Male,Secondary,Single,Urban,41-64,1,No difficulty,7484.6816
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5134.6847
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,3794.3532
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,4071.3238
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,5374.3218
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4004.9181
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4703.9582
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,7350.7261
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,7191.3046
Unemployed,Male,Secondary,Single,Urban,41-64,0,No difficulty,4328.7111
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,5535.7551
Inactive,Female,Higher,Married,Urban,25-35,0,No difficulty,4230.6739
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,4274.8691
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,6049.9842
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,4995.1484
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5210.5826
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4750.7332
Inactive,Female,Secondary,Single,Urban,41-64,0,Disabled,3833.9904
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4284.6131
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,3858.8914
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5057.0682
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,5066.0254
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,7141.0702
Inactive,Female,Secondary,Single,Urban,25-35,0,No difficulty,4060.5329
Inactive,Male,Primary,Married,Urban,41-64,0,No difficulty,4284.6131
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,3794.3532
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3833.9904
Inactive,Male,Primary,Single,Urban,41-64,0,No difficulty,4284.6131
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,2857.5491
Inactive,Female,Secondary,Married,Rural,36-40,0,Disabled,5309.9506
Employed,Female,Higher,Single,Rural,25-35,0,No difficulty,5955.4188
Inactive,Female,Secondary,Married,Rural,25-35,0,No difficulty,5855.8171
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,4573.056
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,3059.2107
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,2689.3257
Inactive,Female,Secondary,Single,Rural,41-64,0,No difficulty,2689.3257
