EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Employed,Male,Secondary,Married,Rural,41-64,1,No difficulty,6197.5521
Employed,Male,Secondary,Single,Rural,36-40,1,No difficulty,5181.0211
Employed,Female,Higher,Married,Rural,41-64,1,No difficulty,5560.669
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,5855.8171
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,4688.0746
Inactive,Female,Primary,Single,Rural,41-64,0,Disabled,2652.3607
Employed,Female,Primary,Single,Rural,41-64,0,No difficulty,2652.3607
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,2892.9712
Inactive,Female,Secondary,Married,Rural,41-64,0,Disabled,2689.3257
Inactive,Female,Secondary,Single,Rural,41-64,0,No difficulty,2689.3257
Inactive,Male,Secondary,Single,Rural,41-64,0,No difficulty,2892.9712
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,6475.3438
Employed,Female,Secondary,Single,Urban,25-35,0,Disabled,6513.0986
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,5041.804
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,5041.804
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,2689.3257
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5905.9618
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4351.0342
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,4805.6269
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5162.4489
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5086.355
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,3003.0852
Employed,Female,Higher,Single,Urban,41-64,0,Disabled,2973.8477
Inactive,Female,Primary,Single,Urban,41-64,0,Disabled,3026.9046
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,3332.728
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2936.4929
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,5054.4057
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3003.0852
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,7293.6728
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,5012.3373
Employed,Male,Primary,Married,Urban,41-64,1,No difficulty,2494.6173
Employed,Female,Primary,Married,Urban,41-64,1,No difficulty,3744.906
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,2962.7975
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3684.7297
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,10943.4417
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4351.0342
Inactive,Female,Primary,Married,Urban,36-40,0,No difficulty,6623.88
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,6814.3767
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,2906.7216
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2729.7838
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,3194.8418
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,3060.4061
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2929.9804
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,2973.8477
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,7102.4978
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4777.7699
Inactive,Female,Secondary,Single,Urban,41-64,0,Disabled,2756.6217
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,7690.6115
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,6005.9248
Inactive,Male,Primary,Single,Urban,41-64,0,Disabled,3958.2016
Inactive,Male,Secondary,Married,Urban,41-64,0,Disabled,2929.9804
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,2973.8477
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3102.47
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5922.9496
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,3159.8686
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,4777.7699
Inactive,Female,Secondary,Married,Urban,16-24,0,No difficulty,7102.4978
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,3102.47
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3199.0383
Inactive,Female,Higher,Single,Urban,16-24,0,No difficulty,7102.4978
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3932.1676
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,6126.328
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,4679.866
Employed,Male,Secondary,Single,Urban,41-64,0,Disabled,3799.4215
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,6156.982
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,5871.7264
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4325.8124
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3199.0383
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3102.47
Employed,Female,Secondary,Single,Urban,41-64,0,Disabled,3003.0852
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3102.47
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,3199.0383
Inactive,Male,Higher,Married,Urban,41-64,0,No difficulty,2921.2818
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2715.6434
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,3026.9046
Inactive,Female,Secondary,Single,Urban,41-64,1,No difficulty,4743.5876
Employed,Male,Secondary,Single,Urban,41-64,1,No difficulty,6237.0206
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,7181.1076
Inactive,Female,Higher,Single,Urban,16-24,0,No difficulty,7181.1076
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4325.8124
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,5871.7264
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,2894.4062
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,2218.3713
Inactive,Male,Secondary,Single,Rural,41-64,0,Disabled,2245.8702
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,2880.2426
Employed,Female,Secondary,Single,Rural,16-24,0,Disabled,3208.9335
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,3078.7594
Unemployed,Female,Secondary,Single,Rural,16-24,0,No difficulty,3078.7594
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,2339.7264
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,2408.7617
Employed,Female,Primary,Single,Rural,16-24,0,No difficulty,3045.9501
Employed,Male,Primary,Single,Rural,16-24,0,No difficulty,2654.5105
Employed,Female,Secondary,Married,Rural,41-64,0,Disabled,2585.901
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,2468.8954
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,3174.737
Employed,Male,Higher,Single,Rural,41-64,0,No difficulty,2079.1359
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,2408.7617
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,2339.7264
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2468.8954
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,2368.0381
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,2495.2719
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,2245.8702
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,2880.2426
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,2056.9793
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,2624.596
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,2403.4047
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,2344.03
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2519.8042
Employed,Female,Secondary,Single,Rural,41-64,0,Disabled,2495.2719
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,2466.9998
Inactive,Male,Secondary,Single,Rural,41-64,0,No difficulty,2344.03
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,2624.596
Employed,Male,Secondary,Single,Rural,16-24,0,No difficulty,3290.7679
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,2809.5778
Employed,Female,Secondary,Single,Rural,25-35,1,No difficulty,2972.4525
Inactive,Female,Secondary,Married,Rural,41-64,0,Disabled,2334.0116
Employed,Male,Secondary,Married,Rural,41-64,0,Disabled,2056.9793
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,2223.1007
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2468.8954
Employed,Male,Higher,Single,Rural,16-24,0,No difficulty,3290.7679
Employed,Female,Higher,Single,Rural,41-64,0,No difficulty,2434.7076
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2493.8927
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,2366.7293
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2167.6734
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,2518.4115
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,3467.8571
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,2427.9502
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,1845.5809
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,3140.5084
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,3018.9941
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,2765.8358
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2518.4115
Employed,Female,Secondary,Single,Urban,16-24,1,No difficulty,3599.8085
Employed,Female,Higher,Single,Urban,41-64,1,No difficulty,2723.3926
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,4419.6029
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,2934.8391
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,1968.9066
Unemployed,Female,Higher,Single,Rural,36-40,0,No difficulty,2365.1545
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,2550.8387
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,2550.8387
Employed,Female,Secondary,Married,Rural,41-64,1,No difficulty,2066.7031
Employed,Male,Higher,Married,Rural,41-64,0,No difficulty,1681.8095
Inactive,Male,Secondary,Single,Rural,36-40,0,Disabled,2803.1615
Employed,Female,Secondary,Married,Rural,36-40,0,No difficulty,2561.997
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,2620.4372
Employed,Female,Primary,Single,Rural,16-24,0,No difficulty,2651.0451
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,2932.7039
Employed,Female,Secondary,Single,Rural,16-24,0,Disabled,2813.7354
Inactive,Female,Secondary,Single,Rural,16-24,0,No difficulty,2932.7039
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,2053.7116
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1813.7654
Employed,Female,Higher,Married,Rural,36-40,0,No difficulty,2108.8112
Employed,Female,Primary,Married,Rural,16-24,0,No difficulty,2447.3609
Employed,Male,Secondary,Married,Rural,16-24,1,Disabled,4172.0277
Inactive,Female,Secondary,Married,Rural,16-24,0,No difficulty,2550.8387
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,1968.9066
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2132.405
Inactive,Female,Secondary,Single,Rural,16-24,0,No difficulty,2763.1349
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,1987.9228
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1817.6322
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,2108.8112
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,2803.1615
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,1912.9867
Employed,Female,Higher,Single,Rural,41-64,0,No difficulty,2053.7116
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,3140.3346
Employed,Female,Secondary,Married,Rural,25-35,0,No difficulty,2829.0436
Unemployed,Male,Secondary,Single,Rural,36-40,0,No difficulty,3036.4576
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,1987.9228
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,1681.8095
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,2554.1208
Employed,Male,Secondary,Single,Rural,41-64,0,No difficulty,2826.4561
Employed,Female,Primary,Single,Rural,16-24,0,No difficulty,3521.0547
Inactive,Male,Primary,Married,Rural,41-64,0,No difficulty,2106.1557
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,1836.2488
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,2003.6903
Employed,Male,Secondary,Single,Rural,16-24,0,No difficulty,3312.2645
Inactive,Female,Primary,Single,Rural,41-64,0,No difficulty,2284.3192
Inactive,Male,Primary,Single,Rural,16-24,0,Disabled,2894.2185
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,1847.0904
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,1716.4263
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,2826.5526
Inactive,Male,Primary,Single,Rural,16-24,0,No difficulty,2203.5472
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2134.3836
Employed,Male,Higher,Married,Urban,41-64,0,Disabled,2074.1198
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,2653.5049
Inactive,Male,Primary,Single,Urban,16-24,0,Disabled,2896.9039
Inactive,Male,Secondary,Single,Urban,41-64,1,Disabled,2731.7367
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1990.9181
Employed,Female,Higher,Single,Urban,36-40,0,No difficulty,2564.3742
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,2172.4634
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1966.5409
Unemployed,Male,Secondary,Married,Urban,41-64,0,Disabled,1970.7334
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,2155.3678
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,2105.0463
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,2134.3836
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,3336.1443
Unemployed,Female,Secondary,Single,Urban,25-35,0,No difficulty,3005.4433
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1970.7334
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1990.9181
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,2105.0463
Employed,Female,Higher,Married,Urban,36-40,0,No difficulty,2286.4388
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,3039.275
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,3336.1443
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2226.6981
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1990.9181
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,2765.6987
Inactive,Female,Secondary,Married,Urban,41-64,1,Disabled,3588.9138
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,2864.9262
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1966.5409
Employed,Male,Secondary,Married,Urban,16-24,0,No difficulty,3811.65
Employed,Female,Higher,Married,Urban,16-24,0,No difficulty,2935.425
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,2622.8686
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2305.7839
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,2087.2243
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,2074.1198
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,2226.6981
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,3591.2603
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,2896.9039
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,2426.7537
Employed,Male,Secondary,Married,Urban,36-40,0,No difficulty,3225.7902
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,1966.5409
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,2172.4634
Inactive,Male,Secondary,Single,Urban,41-64,0,No difficulty,2113.0975
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,3005.4433
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,3811.65
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,3856.7106
Employed,Female,Primary,Married,Rural,41-64,0,No difficulty,3267.088
Employed,Male,Secondary,Married,Rural,36-40,0,No difficulty,3328.3086
Employed,Female,Secondary,Married,Rural,36-40,0,No difficulty,4515.813
Employed,Male,Primary,Single,Rural,16-24,0,No difficulty,3676.0478
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,3850.0724
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,4026.3741
Inactive,Female,Secondary,Married,Rural,41-64,0,Disabled,3479.0126
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,3348.6494
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,4060.6891
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,3897.7978
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3209.821
Inactive,Male,Secondary,Single,Rural,41-64,0,No difficulty,3850.0724
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,3856.7106
Inactive,Male,Primary,Married,Rural,41-64,0,No difficulty,4684.2483
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,4024.2994
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,5853.0201
Employed,Male,Secondary,Single,Rural,16-24,1,No difficulty,6259.2134
Inactive,Male,Secondary,Married,Rural,41-64,0,Disabled,3328.3086
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,4026.3741
Employed,Male,Higher,Single,Rural,25-35,0,No difficulty,3988.6484
Employed,Male,Secondary,Married,Rural,25-35,0,No difficulty,3988.6484
Inactive,Female,Secondary,Married,Rural,25-35,0,No difficulty,4986.5131
Employed,Female,Secondary,Single,Rural,16-24,0,No difficulty,4870.3415
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,3858.2804
Inactive,Male,Secondary,Single,Rural,41-64,0,Disabled,4060.6891
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,3209.821
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,3241.3784
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,3858.2804
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,4440.288
Employed,Female,Secondary,Single,Rural,41-64,0,No difficulty,3926.2814
Employed,Male,Secondary,Single,Rural,25-35,0,No difficulty,4793.4297
Employed,Female,Higher,Married,Rural,41-64,0,No difficulty,3348.6494
Inactive,Male,Secondary,Married,Rural,41-64,0,No difficulty,4060.6891
Inactive,Female,Secondary,Single,Rural,41-64,0,Disabled,3267.088
Inactive,Male,Primary,Single,Rural,41-64,0,Disabled,3897.7978
Employed,Female,Higher,Single,Rural,41-64,0,No difficulty,3348.6494
Unemployed,Female,Secondary,Married,Rural,25-35,1,No difficulty,9997.3489
Employed,Male,Secondary,Married,Rural,25-35,1,No difficulty,5449.6167
Unemployed,Male,Secondary,Single,Urban,25-35,0,No difficulty,4675.8262
Employed,Female,Primary,Single,Urban,41-64,0,No difficulty,4838.7672
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,3999.8545
Employed,Female,Higher,Single,Urban,25-35,1,Disabled,4196.0813
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,5395.485
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,6588.1601
Employed,Male,Higher,Single,Urban,16-24,0,No difficulty,6164.5116
Employed,Male,Higher,Married,Urban,36-40,0,No difficulty,5217.0113
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,5446.5169
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4419.4228
